track_id,genre_top,split
4066,Folk,test
4067,Folk,train
4068,Folk,train
4069,Folk,train
4070,International,train
4071,International,test
4072,International,train
4073,International,test
4074,International,train
4075,International,train
4076,International,train
4077,International,train
4078,International,test
4079,International,train
4080,International,train
4091,International,test
4092,International,train
4093,International,train
4094,International,train
4095,International,test
4096,International,train
4097,International,test
4098,International,train
4099,International,train
4100,International,train
4101,International,test
4102,International,test
4103,International,train
4108,Rock,train
4232,International,train
4233,International,train
4234,International,train
4235,International,val
4236,International,test
4239,International,train
4450,Folk,train
4507,International,train
4508,International,test
4509,International,test
4510,International,train
4511,International,train
4519,Electronic,train
4520,Electronic,train
4521,Electronic,val
4522,Electronic,train
4682,Hip-Hop,train
4684,Hip-Hop,val
4685,Hip-Hop,test
4688,Hip-Hop,train
4777,Rock,train
4778,Rock,test
4779,Rock,train
4780,Rock,test
4781,Rock,val
4782,Rock,train
4784,Rock,train
4785,Rock,train
4786,Rock,train
4787,Rock,test
4788,Rock,train
4799,Rock,train
4835,Rock,train
4836,Rock,train
4838,Rock,val
4846,International,train
4848,International,test
4849,International,train
5006,Rock,train
5156,Folk,train
5157,Folk,train
5158,Folk,test
5159,Folk,val
5169,Folk,val
5170,Folk,train
5171,Folk,train
5191,Pop,train
5264,Hip-Hop,train
5268,Hip-Hop,train
5376,Folk,train
5381,Folk,train
5521,Experimental,train
5879,Folk,train
5936,Folk,train
5940,Folk,val
6329,International,train
6330,International,train
6331,International,train
6332,International,train
6333,International,train
6342,International,test
6354,International,train
6357,International,test
6358,International,train
6360,International,val
6363,International,train
6366,International,train
6367,International,train
6368,International,train
6370,International,train
6372,International,train
6373,International,train
6376,International,train
6379,International,test
6380,International,train
6381,International,test
6382,International,train
6383,International,test
6385,International,train
6387,International,test
6389,International,train
6390,International,train
6393,International,test
6394,International,test
6396,International,train
6406,Folk,test
6407,Folk,train
6439,Hip-Hop,train
6440,Hip-Hop,train
6442,Hip-Hop,train
6443,Hip-Hop,train
6448,Hip-Hop,test
6459,International,test
6461,Folk,train
6463,Folk,test
6467,Folk,train
6469,International,train
6517,Rock,test
6519,Rock,train
6603,Hip-Hop,val
6605,Hip-Hop,train
6606,Hip-Hop,val
6607,Hip-Hop,train
6608,Hip-Hop,train
6609,Hip-Hop,train
6610,Hip-Hop,val
6611,Hip-Hop,train
6674,Experimental,val
6675,Experimental,val
6677,Experimental,train
6679,Experimental,train
6680,Experimental,train
6684,Experimental,train
6762,Folk,train
6776,Rock,train
6778,Rock,val
6779,Folk,val
6782,Folk,train
6783,Folk,val
6788,Rock,val
6802,International,test
6803,International,train
6854,Folk,train
6855,Folk,val
6856,Folk,train
6857,Folk,train
7011,Electronic,train
7373,Experimental,val
7374,Experimental,train
7375,Experimental,train
7376,Experimental,train
7377,Experimental,test
7378,Experimental,train
7379,Experimental,train
7381,Experimental,test
7383,Experimental,train
7385,Experimental,train
7386,Experimental,val
7388,Experimental,train
7391,Experimental,test
7393,Experimental,train
7481,Hip-Hop,val
7482,Hip-Hop,train
7483,Hip-Hop,train
7487,Hip-Hop,train
7488,Hip-Hop,train
7489,Hip-Hop,train
7490,Hip-Hop,train
7491,Hip-Hop,train
7492,Hip-Hop,val
7495,Rock,train
7526,Pop,train
7527,Pop,test
7528,Pop,val
7529,Pop,train
7548,Experimental,train
7554,Experimental,train
7709,Folk,train
7710,Folk,train
7711,Folk,train
7712,Folk,test
7713,Folk,train
7872,Rock,train
8056,Rock,train
8208,Rock,train
8256,Folk,train
8259,Folk,train
8261,Folk,train
8345,Experimental,train
8357,Experimental,train
8363,Experimental,train
8372,Experimental,train
8416,Experimental,train
9152,Experimental,train
9155,Experimental,train
9307,Experimental,train
9476,Experimental,train
9477,Experimental,train
9491,Rock,train
9505,Experimental,train
9511,Rock,train
9512,International,train
9513,Rock,train
9550,Rock,train
9553,Rock,train
9555,Rock,train
9557,Rock,train
9559,Rock,train
9560,Rock,test
9678,Experimental,train
9721,Experimental,train
9846,Experimental,train
9887,Folk,test
9888,Folk,train
9918,Experimental,train
9962,Rock,test
10186,International,test
10192,Hip-Hop,train
10250,Instrumental,train
10374,Experimental,val
10375,Experimental,train
10376,Experimental,train
10377,Experimental,test
10381,Folk,train
10382,Folk,train
10383,Folk,train
10384,Folk,val
10385,Folk,train
10386,Folk,test
10387,Folk,train
10388,Folk,val
10389,Folk,train
10435,Experimental,train
10438,Folk,train
10439,Folk,test
10440,Folk,val
10441,Folk,test
10442,Folk,train
10443,Folk,train
10444,Folk,train
10447,Folk,train
10458,Folk,test
10480,Folk,val
10481,Folk,train
10485,Folk,test
10521,Experimental,train
10527,Experimental,train
10535,Experimental,train
10541,Experimental,train
10575,Folk,val
10577,Folk,train
10668,Rock,train
10669,Rock,train
10670,Rock,train
10671,Rock,train
10672,Rock,test
10673,Rock,train
10674,Rock,train
10675,Rock,test
10676,Rock,train
10677,Rock,train
10678,Folk,val
10679,Folk,val
10682,Folk,val
10684,Folk,val
10693,Hip-Hop,train
10694,Hip-Hop,val
10695,Hip-Hop,train
10696,Hip-Hop,val
10697,Hip-Hop,train
10698,Hip-Hop,test
10699,Hip-Hop,test
10805,Pop,train
10806,Pop,train
10807,Pop,train
10808,Pop,test
10809,Pop,train
10810,Pop,train
10983,Experimental,train
10992,Folk,train
10993,Folk,val
11019,Experimental,val
11020,Experimental,train
11059,Folk,train
11198,Pop,test
11199,Pop,train
11200,Pop,train
11204,Hip-Hop,train
11206,Electronic,train
11234,Experimental,test
11237,Experimental,train
11239,Experimental,train
11242,Experimental,train
11261,Pop,train
11262,Electronic,train
11264,Rock,train
11268,Rock,train
11298,Hip-Hop,train
11299,Hip-Hop,val
11306,Rock,train
11333,Experimental,train
11334,Experimental,val
11503,Folk,val
11504,Folk,train
11505,Folk,val
11508,Folk,train
11544,Experimental,train
11638,Instrumental,train
11671,International,train
11672,International,train
11673,International,val
11674,International,train
11675,International,train
11677,International,val
11679,International,train
11681,International,train
11682,International,test
11683,International,train
11763,Hip-Hop,train
11764,Hip-Hop,train
11765,Hip-Hop,test
11766,Hip-Hop,val
11767,Hip-Hop,train
11768,Hip-Hop,val
11769,Hip-Hop,train
11770,Hip-Hop,train
11771,Hip-Hop,train
11772,Hip-Hop,train
11773,Hip-Hop,train
11774,Hip-Hop,val
11775,Hip-Hop,train
11776,Hip-Hop,train
11777,Hip-Hop,train
11778,Hip-Hop,train
11779,Hip-Hop,train
11780,Hip-Hop,train
11781,Hip-Hop,val
11782,Hip-Hop,train
11783,Hip-Hop,train
11784,Hip-Hop,test
11785,Hip-Hop,val
11786,Hip-Hop,train
11787,Hip-Hop,train
11788,Hip-Hop,train
11789,Hip-Hop,train
11790,Hip-Hop,test
11791,Hip-Hop,train
11792,Hip-Hop,train
11793,Hip-Hop,test
11794,Hip-Hop,train
11795,Hip-Hop,train
11803,Hip-Hop,train
11818,Hip-Hop,val
11839,Hip-Hop,train
11861,Hip-Hop,train
11862,Hip-Hop,train
11867,Hip-Hop,train
11868,Hip-Hop,train
11916,Hip-Hop,train
11917,Hip-Hop,train
11918,Hip-Hop,train
11919,Hip-Hop,train
11920,Hip-Hop,train
11921,Hip-Hop,train
11922,Hip-Hop,train
11933,Rock,train
11937,Pop,train
11942,Electronic,train
11946,Experimental,train
11947,Experimental,train
11951,Experimental,train
12045,Folk,train
12046,Folk,train
12047,Folk,test
12048,Folk,train
12049,Folk,test
12050,Folk,train
12051,Folk,train
12052,Folk,train
12053,Folk,test
12058,Folk,train
12059,Folk,train
12060,Folk,train
12061,Folk,train
12062,Folk,test
12064,Folk,train
12065,Folk,val
12066,Folk,test
12067,Folk,train
12109,International,train
12146,Pop,train
12147,Pop,train
12173,Hip-Hop,train
12174,Hip-Hop,train
12179,Pop,train
12188,Pop,train
12189,Electronic,train
12346,Experimental,train
12348,Folk,test
12349,Folk,train
12350,Folk,train
12351,Folk,train
12352,Folk,test
12353,Folk,train
12355,Folk,train
12376,Pop,train
12387,Pop,train
12390,Pop,val
12394,Hip-Hop,train
12481,Folk,train
12482,Folk,train
12484,Folk,train
12485,Folk,train
12486,Folk,train
12487,Folk,train
12488,Folk,train
12489,Folk,test
12490,Folk,train
12508,Folk,train
12513,Folk,test
12514,Folk,train
12518,Pop,train
12521,Rock,train
12526,Hip-Hop,train
12527,Pop,test
12530,Pop,test
12531,Hip-Hop,train
12532,Pop,train
12537,Pop,val
12551,Pop,test
12552,Pop,train
12654,Pop,val
12690,International,train
12691,International,train
12692,International,train
12737,Experimental,test
12985,Folk,train
12986,Folk,val
13191,Pop,train
13197,Pop,train
13199,Hip-Hop,train
13201,Hip-Hop,train
13218,Pop,val
13220,Pop,test
13325,Rock,test
13328,Pop,train
13362,Pop,test
13378,Pop,train
13474,Electronic,train
13537,International,train
13538,International,train
13539,International,test
13540,International,train
13556,Rock,train
13561,Hip-Hop,train
13562,Electronic,train
13566,Hip-Hop,train
13571,Electronic,test
13578,Experimental,train
13591,Hip-Hop,train
13596,Rock,test
13666,Rock,val
13668,Electronic,test
13670,Hip-Hop,test
13706,Electronic,train
13707,Electronic,train
13708,Electronic,train
13709,Electronic,train
13710,Electronic,train
13711,Electronic,test
13735,Hip-Hop,train
13747,Hip-Hop,test
13748,Hip-Hop,val
13749,Hip-Hop,train
13767,Hip-Hop,train
13768,Hip-Hop,train
13804,Hip-Hop,test
13927,Folk,train
13928,Folk,train
13929,Folk,test
13930,Folk,test
14063,Electronic,test
14208,Electronic,train
14315,International,val
14316,International,val
14317,International,train
14318,International,train
14319,International,train
14320,International,val
14344,Electronic,train
14358,Hip-Hop,train
14363,Hip-Hop,train
14365,Hip-Hop,train
14386,Hip-Hop,train
14391,Hip-Hop,val
14538,Hip-Hop,train
14539,Hip-Hop,train
14541,Hip-Hop,train
14542,Hip-Hop,train
14568,Instrumental,val
14569,Instrumental,train
14570,Instrumental,train
14571,Instrumental,train
14572,Instrumental,val
14576,Instrumental,test
14577,Instrumental,train
14578,Instrumental,test
14579,Instrumental,train
14580,Instrumental,train
14581,Instrumental,val
14583,Instrumental,train
14584,Instrumental,train
14585,Instrumental,val
14586,Instrumental,test
14588,Instrumental,val
14589,Instrumental,test
14590,Instrumental,train
14601,International,train
14602,International,train
14603,International,test
14604,International,train
14653,Rock,test
14661,Folk,train
14663,Pop,val
14684,Folk,train
14690,Experimental,train
14693,Folk,train
14733,Rock,train
14734,Rock,train
14735,Rock,test
14736,Rock,val
14737,Rock,train
14738,Rock,train
14739,Rock,test
14740,Rock,train
14741,Rock,test
14742,Rock,train
14743,Rock,train
14744,Rock,train
14745,Rock,test
14809,Folk,train
14869,Electronic,train
15094,Experimental,train
15210,Hip-Hop,train
15464,Experimental,train
15469,Experimental,train
15471,Experimental,test
15475,Experimental,val
15476,Experimental,test
15487,International,val
15488,International,train
15540,Experimental,train
15541,Experimental,train
15542,Experimental,train
15543,Experimental,train
15625,Experimental,train
15769,Electronic,train
15770,Electronic,val
15771,Electronic,test
15772,Electronic,train
15773,Electronic,val
15880,International,train
16095,Pop,train
16155,Pop,train
16158,Pop,train
16162,Hip-Hop,train
16163,Pop,train
16334,International,train
16337,Pop,val
16338,Pop,train
16339,Pop,train
16340,Pop,train
16354,Rock,train
16743,International,train
16744,International,train
16745,International,val
16747,International,train
16819,Rock,train
16820,Rock,train
16821,Rock,train
16822,Rock,train
16878,Hip-Hop,train
16879,Hip-Hop,train
16880,Hip-Hop,train
16895,Pop,train
16994,Rock,val
16995,Rock,test
16997,Rock,train
17132,Folk,val
17344,Pop,train
17345,Pop,train
17462,Rock,train
17491,Hip-Hop,train
17496,Hip-Hop,train
17499,Hip-Hop,train
17500,Hip-Hop,train
17573,Experimental,train
17588,Electronic,train
17605,International,train
17606,International,train
17607,International,train
17608,International,train
17609,International,val
17610,International,train
17611,International,test
17631,International,val
17632,International,train
17633,International,train
17634,International,train
17635,International,train
17636,International,test
17637,International,train
17644,Experimental,test
17735,Rock,test
17782,Hip-Hop,train
17884,Electronic,train
17906,Pop,train
18031,International,train
18032,International,train
18033,International,train
18034,International,test
18037,International,test
18038,International,val
18039,International,train
18043,International,val
18044,International,val
18112,Experimental,train
18124,Experimental,val
18144,Pop,train
18145,Pop,train
18146,Pop,val
18159,Folk,train
18197,Rock,train
18350,Folk,train
18607,Rock,val
18611,Rock,test
18876,Experimental,train
18877,Experimental,train
18887,Rock,train
19073,Pop,train
19074,Pop,test
19179,Rock,train
19184,Rock,val
19187,Rock,train
19192,Experimental,train
19412,Pop,train
19413,Pop,test
19415,Pop,train
19416,Pop,test
19417,Pop,val
19418,Pop,test
19420,Pop,train
19422,Pop,train
19423,Pop,train
19425,Pop,train
19438,Hip-Hop,test
19439,Hip-Hop,train
19441,Pop,val
19442,Pop,train
19459,International,train
19673,International,val
19674,International,train
19685,Rock,train
19689,Pop,test
19707,Folk,test
19708,Folk,train
19729,Hip-Hop,test
19758,Pop,val
19759,Pop,train
19760,Pop,train
19889,International,train
19890,International,train
19891,International,test
20050,Rock,test
20296,Experimental,train
20361,Instrumental,train
20362,Instrumental,val
20364,Instrumental,train
20365,Instrumental,val
20366,Instrumental,train
20369,Instrumental,train
20372,Instrumental,train
20373,Instrumental,train
20374,Instrumental,val
20375,Instrumental,val
20376,Instrumental,train
20424,Experimental,train
20432,International,val
20469,Hip-Hop,train
20667,Electronic,test
20704,Pop,train
20818,Experimental,train
21058,Experimental,train
21085,Electronic,val
21087,Folk,train
21167,Electronic,test
21228,Hip-Hop,train
21231,Pop,train
21232,Pop,train
21400,Pop,test
21401,Pop,train
21402,Pop,train
21403,Pop,val
21404,Pop,train
21409,Pop,val
21422,Electronic,train
21565,Pop,train
21587,Pop,train
21657,Pop,train
21672,Pop,test
21676,Pop,train
21677,Pop,train
21707,Folk,val
21774,Experimental,val
21842,Electronic,train
21859,Rock,train
21860,Rock,val
21891,Electronic,train
21895,Electronic,train
21995,Pop,train
21996,Pop,train
21997,Pop,train
21998,Pop,train
21999,Pop,train
22000,Pop,train
22001,Pop,test
22088,Hip-Hop,train
22091,Hip-Hop,train
22093,Rock,train
22094,Hip-Hop,train
22095,Electronic,train
22097,Pop,test
22150,Experimental,val
22295,Hip-Hop,train
22296,Hip-Hop,val
22315,International,train
22348,Pop,train
22472,Pop,train
22473,Pop,train
22474,Pop,test
22475,Pop,train
22476,Pop,test
22477,Pop,train
22478,Pop,train
22479,Pop,train
22480,Pop,train
22481,Pop,train
23010,Electronic,test
23013,Electronic,train
23014,Folk,train
23015,Folk,test
23016,Electronic,train
23037,Rock,test
23039,Pop,train
23041,Rock,test
23063,Experimental,train
23155,International,val
23156,International,train
23172,Rock,test
23329,Experimental,train
23353,Electronic,train
23355,Electronic,train
23371,Folk,val
23372,Electronic,val
23505,Electronic,val
23862,Electronic,test
24216,Experimental,test
24217,Experimental,train
24218,Experimental,val
24362,International,train
24363,International,val
24364,International,train
24365,International,train
24366,International,train
24367,International,train
24368,International,train
24369,International,train
24370,International,test
24371,International,train
24418,Hip-Hop,train
24420,Hip-Hop,train
24421,Hip-Hop,train
24422,Hip-Hop,train
24423,Hip-Hop,train
24424,Hip-Hop,train
24425,Hip-Hop,train
24426,Hip-Hop,train
24427,Hip-Hop,train
24428,Hip-Hop,train
24429,Hip-Hop,val
24430,Hip-Hop,train
24431,Hip-Hop,train
24432,Hip-Hop,train
24512,Experimental,val
24515,Experimental,val
24521,Experimental,train
24524,Experimental,train
24698,International,test
24699,International,train
24700,International,train
24701,International,test
24702,International,train
24717,International,train
24720,International,train
24739,International,train
24741,International,train
24742,International,test
24745,International,train
24746,International,test
24747,International,train
24748,International,train
24749,International,train
24842,International,train
24898,Experimental,train
24899,Experimental,train
24901,Experimental,val
24912,Experimental,train
24915,Experimental,val
24917,Experimental,test
24963,Experimental,train
24975,Experimental,test
24983,Experimental,val
25028,International,train
25029,International,train
25030,International,train
25031,International,train
25032,International,train
25033,International,val
25055,Pop,train
25063,Experimental,test
25066,Electronic,train
25104,Pop,train
25124,Pop,train
25215,International,val
25216,International,train
25227,International,train
25232,International,train
25233,International,test
25234,International,val
25235,International,train
25324,Experimental,train
25378,Electronic,train
25601,International,train
25603,International,train
25605,International,test
25606,International,val
25608,International,train
25609,International,test
25668,International,train
25669,International,val
25670,International,val
25795,International,val
25796,International,train
25797,International,train
25802,International,test
25804,International,test
26007,Hip-Hop,train
26008,Hip-Hop,train
26010,Hip-Hop,train
26011,Hip-Hop,test
26012,Hip-Hop,val
26013,Hip-Hop,val
26014,Hip-Hop,train
26016,Hip-Hop,train
26017,Hip-Hop,train
26020,Hip-Hop,test
26021,Hip-Hop,train
26022,Hip-Hop,test
26025,Hip-Hop,train
26026,Hip-Hop,train
26034,Hip-Hop,train
26035,Hip-Hop,train
26036,Hip-Hop,train
26169,Pop,train
26174,Pop,train
26298,Pop,val
26301,Experimental,train
26302,Folk,train
26307,Experimental,test
26322,Experimental,val
26464,Folk,train
26465,Folk,train
26466,Folk,train
26583,Experimental,train
26600,Experimental,val
26605,Experimental,train
26629,Electronic,train
26638,Rock,train
26639,Rock,train
26640,Rock,train
26641,Rock,train
26642,Rock,val
26643,Rock,train
26651,Electronic,val
26652,Electronic,test
26653,Electronic,train
26654,Electronic,train
26655,Electronic,train
26656,Electronic,train
26657,Electronic,train
26658,Electronic,test
26659,Electronic,train
26674,Rock,train
26681,Rock,train
26754,Pop,test
26765,Pop,val
26859,Electronic,train
26861,Electronic,train
26902,Electronic,test
26904,Electronic,train
26905,Electronic,test
26906,Electronic,train
27164,Pop,train
27177,Electronic,train
27194,International,train
27195,International,train
27197,International,train
27198,International,train
27258,Folk,test
27406,Electronic,train
27454,Experimental,train
27455,Experimental,test
27456,Experimental,train
27547,Pop,train
27548,Pop,train
27549,Pop,train
27550,Pop,test
27551,Pop,val
27552,Pop,train
27609,International,train
27610,International,val
27611,International,train
27612,International,train
27613,International,train
27667,Electronic,train
27673,Electronic,val
27797,Pop,train
27798,Electronic,train
27799,Hip-Hop,train
27802,Pop,train
27803,Experimental,test
27804,Folk,train
27805,Pop,train
27855,Folk,test
27856,Folk,train
27866,Experimental,train
27945,Experimental,val
27953,International,train
27975,International,test
27978,International,train
27981,International,test
27987,International,train
28070,Rock,val
28072,Rock,train
28179,Electronic,test
28241,Experimental,val
28260,Rock,train
28266,Rock,val
28274,Rock,train
28375,Experimental,train
28376,Experimental,train
28477,Pop,val
28478,Pop,train
28479,Pop,val
28480,Pop,train
28481,Pop,train
28482,Pop,train
28483,Pop,train
28484,Pop,train
28485,Pop,train
28546,Electronic,train
28548,Electronic,train
28553,Electronic,train
28571,Experimental,train
28608,Pop,train
28692,Rock,train
28802,Pop,train
29037,Electronic,train
29039,Electronic,val
29040,Electronic,train
29041,Electronic,train
29042,Electronic,train
29043,Electronic,test
29044,Electronic,train
29045,Pop,train
29128,Pop,val
29180,Pop,val
29243,Pop,train
29245,Pop,val
29255,Pop,train
29271,Pop,train
29272,Experimental,train
29350,International,test
29351,International,test
29355,International,train
29465,Experimental,train
29480,Folk,train
29526,Electronic,train
29528,Electronic,val
29530,Electronic,val
29587,Hip-Hop,train
29602,Hip-Hop,train
29673,Electronic,train
29718,Hip-Hop,train
29719,Hip-Hop,train
29720,Hip-Hop,train
29721,Hip-Hop,test
29738,Experimental,train
29739,Experimental,val
29740,Experimental,train
29741,Experimental,test
29742,Experimental,val
29744,Experimental,test
29745,Experimental,train
29746,Experimental,train
29747,Experimental,train
29750,Experimental,train
29752,Experimental,train
29807,Rock,val
29813,Rock,val
29816,Electronic,train
29961,Hip-Hop,train
29971,Folk,train
30041,Hip-Hop,test
30043,Hip-Hop,train
30050,Hip-Hop,train
30056,Hip-Hop,val
30058,Hip-Hop,train
30059,Hip-Hop,train
30090,Experimental,test
30095,Experimental,train
30120,Experimental,train
30196,Instrumental,train
30198,Experimental,test
30230,Hip-Hop,train
30316,Experimental,val
30486,Pop,val
30487,Pop,train
30488,Pop,train
30519,Electronic,test
30520,Electronic,val
30521,Electronic,train
30522,Electronic,train
30636,Experimental,train
30682,Experimental,train
30690,Experimental,train
30702,Experimental,train
30740,Experimental,train
30895,Electronic,test
31040,Electronic,val
31041,Electronic,train
31042,Electronic,train
31043,Electronic,val
31044,Electronic,train
31165,International,train
31356,Folk,train
31389,Folk,train
31390,Folk,train
31391,Folk,val
31392,Folk,train
31568,Electronic,train
31807,Folk,train
31887,International,train
31888,International,train
31889,International,val
31999,Rock,train
32001,Rock,val
32021,Rock,val
32075,Rock,test
32081,Rock,train
32218,Electronic,val
32325,Pop,test
32326,Pop,train
32327,Pop,train
32328,Pop,train
32329,Pop,train
32330,Pop,train
32331,Pop,train
32332,Pop,test
32333,Pop,val
32334,Pop,val
32335,Pop,train
32336,Pop,train
32337,Pop,train
32338,Pop,train
32339,Pop,train
32340,Pop,train
32433,Electronic,test
32435,Electronic,train
32437,Electronic,train
32438,Electronic,train
32439,Electronic,train
32525,Pop,train
32686,Hip-Hop,train
32687,Hip-Hop,train
32689,Hip-Hop,train
32693,Hip-Hop,train
32694,Hip-Hop,train
32695,Hip-Hop,test
32755,Hip-Hop,val
32756,Folk,test
32759,Pop,test
32760,Pop,train
32800,Folk,test
32882,Hip-Hop,val
33020,Rock,test
33049,Folk,test
33050,Folk,train
33064,Electronic,train
33067,International,train
33068,International,train
33069,International,train
33070,International,train
33071,International,train
33072,International,train
33123,Electronic,test
33124,Electronic,test
33203,Electronic,train
33216,Electronic,train
33221,Electronic,train
33278,Experimental,train
33415,International,train
33422,International,train
33424,International,train
33426,International,val
33446,Folk,test
33459,Rock,test
33460,Rock,train
33461,Rock,test
33465,Rock,train
33477,Experimental,train
33486,Experimental,train
33538,Rock,train
33992,Rock,train
34003,Experimental,train
34147,Folk,val
34167,Hip-Hop,train
34257,Experimental,test
34258,Experimental,train
34263,Experimental,val
34484,Folk,train
34510,Experimental,train
34511,Pop,train
34994,Experimental,train
34996,Experimental,train
35007,Experimental,train
35008,Experimental,train
35182,Pop,train
35184,Pop,train
35198,Experimental,train
35199,Experimental,train
35204,Experimental,train
35296,Electronic,val
35299,Electronic,train
35443,Folk,test
35444,Experimental,train
35462,Experimental,train
35527,Rock,train
35534,Rock,train
35535,Rock,train
35537,Rock,train
35539,Rock,train
35541,Rock,test
35543,Rock,train
35544,Pop,train
35545,Pop,train
35549,Pop,test
35550,Pop,train
35569,Electronic,val
35571,Rock,test
35608,Pop,train
35734,Folk,train
36096,Electronic,train
36097,Electronic,train
36099,Electronic,train
36143,Electronic,train
36144,Electronic,train
36145,Electronic,val
36146,Electronic,train
36147,Electronic,train
36245,Electronic,test
36257,Electronic,train
36258,Electronic,train
36261,Electronic,train
36272,International,val
36273,International,test
36275,International,train
36277,International,train
36302,Hip-Hop,train
36304,Hip-Hop,train
36322,Folk,train
36333,Folk,train
36371,Pop,train
36380,Electronic,val
36388,Pop,val
36428,Electronic,val
36435,Electronic,train
36481,Rock,val
36526,Rock,train
36560,Pop,train
36567,Experimental,train
36614,Pop,val
36615,Pop,train
36616,Pop,val
36618,Pop,train
36643,Pop,train
36659,Electronic,test
36799,Experimental,val
36959,Pop,val
36961,Pop,test
36965,Pop,train
36966,Pop,train
36983,Hip-Hop,test
36984,Hip-Hop,train
36985,Hip-Hop,train
36986,Hip-Hop,train
36987,Hip-Hop,train
36988,Hip-Hop,test
36990,Hip-Hop,train
36992,Hip-Hop,train
36994,Hip-Hop,train
36997,Hip-Hop,train
36998,Electronic,train
36999,International,train
37041,Experimental,val
37111,Instrumental,val
37113,Instrumental,train
37119,Instrumental,train
37121,Experimental,train
37131,Electronic,test
37136,Pop,train
37141,Instrumental,train
37147,Rock,train
37324,Pop,test
37325,Pop,train
37368,Pop,train
37369,Pop,test
37416,Hip-Hop,train
37417,Hip-Hop,train
37423,Hip-Hop,train
37538,Experimental,test
37592,Rock,val
37725,Rock,train
37727,Rock,val
37730,Rock,train
37731,Rock,test
37779,Experimental,train
37781,Experimental,test
37784,Experimental,val
37859,Rock,test
37911,Instrumental,train
37920,Electronic,train
38312,Experimental,train
38321,International,train
38323,International,train
38326,International,train
38351,International,train
38352,International,test
38353,International,train
38354,International,test
38361,Folk,train
38362,Folk,train
38363,Folk,val
38365,International,train
38399,Folk,train
38435,Rock,train
38450,Experimental,train
38522,Rock,train
38557,Rock,test
38560,International,test
38775,International,train
38776,International,train
38777,International,val
38778,International,train
38779,International,train
38780,International,train
38781,International,val
38782,International,test
38783,International,train
38784,International,train
38785,International,train
38817,International,train
38818,International,val
38819,International,val
38820,International,train
38821,International,train
38822,International,train
38823,International,train
38824,International,train
38825,International,train
38826,International,train
38827,International,train
38828,International,train
38829,International,train
