track_id,genre_top,split
718,Folk,train
720,Rock,train
734,Soul-RnB,train
735,Soul-RnB,train
736,Soul-RnB,train
737,Soul-RnB,train
738,Soul-RnB,test
739,Soul-RnB,train
740,Soul-RnB,test
741,Soul-RnB,train
742,Soul-RnB,train
743,Soul-RnB,train
744,Soul-RnB,train
745,Soul-RnB,train
747,Soul-RnB,train
748,Soul-RnB,train
749,Soul-RnB,train
750,Soul-RnB,train
751,Soul-RnB,train
752,Soul-RnB,train
753,Soul-RnB,train
754,Soul-RnB,test
755,Soul-RnB,train
756,Soul-RnB,train
757,Soul-RnB,val
758,Soul-RnB,val
759,Soul-RnB,val
760,Soul-RnB,val
761,Soul-RnB,train
762,Soul-RnB,test
763,Soul-RnB,test
764,Soul-RnB,train
765,Soul-RnB,train
766,Soul-RnB,train
767,Soul-RnB,train
768,Soul-RnB,val
769,Soul-RnB,test
770,Soul-RnB,train
771,Soul-RnB,train
772,Soul-RnB,train
773,Soul-RnB,train
774,Soul-RnB,train
775,Soul-RnB,train
776,Soul-RnB,train
777,Rock,train
814,Folk,train
819,Experimental,train
820,Experimental,train
821,Pop,train
822,Pop,test
823,Pop,train
824,Rock,train
825,Rock,train
826,Rock,train
829,Rock,train
830,Rock,train
831,Jazz,train
832,Jazz,test
833,Jazz,test
834,Jazz,train
835,Jazz,train
853,International,train
854,Experimental,train
855,Rock,val
858,Rock,train
861,Rock,train
863,Rock,train
868,Experimental,train
878,Electronic,test
881,Electronic,test
889,Electronic,train
890,Folk,train
891,Folk,train
892,Folk,train
893,Folk,test
894,Folk,train
895,Folk,test
896,Rock,train
897,Experimental,train
898,Experimental,train
992,Rock,train
993,Rock,test
995,Experimental,train
997,Experimental,train
998,Experimental,val
1014,Rock,train
1015,Rock,train
1016,Rock,val
1017,Rock,train
1018,Rock,train
1022,Jazz,train
1023,Jazz,train
1028,Rock,train
1029,Rock,test
1039,Rock,train
1040,Rock,train
1041,Rock,val
1042,Blues,train
1043,Blues,test
1044,Blues,test
1045,Blues,train
1046,Blues,val
1047,Blues,val
1048,Blues,val
1052,Rock,train
1058,Jazz,test
1059,Jazz,train
1060,Jazz,val
1061,Jazz,train
1063,Jazz,train
1064,Jazz,val
1066,Experimental,test
1068,Experimental,train
1069,Experimental,train
1071,Experimental,val
1072,Experimental,train
1073,Experimental,test
1075,Experimental,val
1082,International,val
1083,Experimental,train
1085,Electronic,train
1086,Electronic,train
1087,Rock,train
1088,Electronic,train
1089,Electronic,train
1093,Experimental,train
1095,Experimental,train
1102,Rock,train
1105,Rock,train
1106,Rock,train
1107,Rock,train
1108,Rock,train
1117,Rock,train
1118,Rock,train
1121,Electronic,train
1123,Rock,test
1125,Rock,train
1126,Rock,test
1130,Rock,test
1131,Rock,train
1138,Rock,train
1147,Rock,train
1148,Rock,val
1149,Rock,train
1150,Rock,val
1151,Jazz,train
1152,Jazz,train
1153,Jazz,train
1154,Jazz,train
1155,Jazz,train
1156,Rock,train
1157,Rock,val
1161,Rock,train
1162,Rock,test
1165,Rock,train
1179,Rock,val
1183,Rock,train
1193,Folk,train
1195,Folk,train
1196,Folk,train
1197,Folk,train
1199,Folk,train
1201,Rock,train
1202,Rock,train
1203,Rock,train
1204,Rock,train
1249,Experimental,train
1259,Experimental,test
1270,Rock,train
1276,Experimental,train
1277,Experimental,train
1278,Experimental,train
1279,Rock,test
1280,Rock,train
1289,Rock,train
1290,Rock,val
1292,Rock,train
1298,Rock,train
1311,Folk,test
1339,Electronic,train
1354,Rock,train
1356,Rock,train
1358,Rock,train
1360,Rock,train
1361,Rock,train
1363,Rock,val
1366,Rock,val
1382,Rock,test
1383,Rock,train
1413,Rock,train
1416,Rock,train
1417,Rock,train
1418,Rock,train
1419,Rock,train
1427,Rock,train
1443,Experimental,train
1450,Rock,test
1451,Rock,train
1481,Electronic,train
1482,Electronic,train
1483,Electronic,val
1485,Electronic,test
1498,Experimental,train
1510,Experimental,train
1526,Rock,train
1528,Rock,test
1534,Rock,train
1544,Folk,train
1545,Folk,train
1547,Electronic,train
1548,Electronic,train
1550,Electronic,train
1551,Electronic,val
1552,Electronic,train
1553,Electronic,train
1554,Electronic,test
1555,Electronic,train
1556,Electronic,train
1559,Experimental,train
1607,Rock,test
1634,Electronic,train
1635,Electronic,train
1638,Electronic,val
1640,Electronic,train
1642,Pop,train
1644,Pop,test
1649,Pop,val
1652,Pop,train
1661,Pop,val
1663,Pop,val
1666,Pop,train
1671,Experimental,train
1673,Experimental,train
1674,Experimental,train
1677,Electronic,train
1678,Electronic,test
1680,International,train
1681,International,train
1682,International,test
1683,International,train
1684,International,train
1685,International,train
1686,International,train
1687,International,train
1688,International,test
1689,International,train
1701,Folk,train
1702,Folk,val
1703,Folk,train
1704,Folk,train
1705,Folk,train
1706,Rock,test
1720,Rock,val
1730,Rock,train
1732,Experimental,train
1733,Experimental,val
1734,Experimental,train
1735,Experimental,train
1736,Experimental,test
1738,Experimental,train
1739,Experimental,test
1783,Rock,train
1793,Rock,train
1797,Rock,train
1799,Rock,train
1804,Rock,train
1810,Rock,train
1822,Rock,train
1831,Rock,train
1836,Rock,test
1837,Rock,train
1883,Rock,train
1884,Rock,train
1888,Rock,train
1889,Rock,test
1890,Rock,train
1891,Rock,train
1893,Folk,test
1894,Folk,train
1896,Folk,train
1898,Rock,train
1899,Rock,train
1900,Rock,val
1901,Rock,train
1916,Folk,val
1924,Folk,test
1925,Folk,train
1926,Folk,test
1929,Experimental,train
1930,Rock,train
1940,Rock,train
1941,Rock,test
1944,Rock,val
1963,Jazz,train
1964,Jazz,train
1965,Jazz,train
1966,Jazz,train
1967,Jazz,train
1995,Rock,val
1996,Jazz,train
2012,Experimental,train
2096,Experimental,test
2097,Folk,test
2099,Pop,train
2125,Rock,test
3263,Folk,train
3264,Folk,val
3265,Folk,val
3266,Folk,train
3268,Electronic,train
3270,Folk,val
3271,Folk,val
3272,Folk,train
3273,Folk,val
3274,Folk,test
3401,Rock,train
3446,Spoken,val
3449,Spoken,train
3450,Spoken,train
3452,Electronic,test
3453,Electronic,train
3454,Electronic,test
3455,Electronic,train
3458,Electronic,train
3459,Country,val
3460,Country,train
3461,Country,test
3462,Country,train
3463,Country,test
3464,Country,test
3465,Country,train
3467,Rock,train
3468,Rock,train
3469,Rock,train
3470,Rock,train
3472,Rock,train
3473,Rock,train
3475,Rock,train
3476,Rock,train
3477,Rock,train
3478,Rock,train
3479,Rock,train
3489,Rock,train
3490,Rock,train
3491,Rock,val
3492,Rock,val
3493,Rock,train
3495,Rock,test
3497,Rock,train
3499,Rock,val
3501,Rock,test
3502,Rock,train
3503,Rock,train
3504,Rock,train
3505,Rock,val
3514,Rock,train
3515,Rock,train
3516,Rock,train
3517,Rock,test
3518,Rock,train
3519,Rock,train
3520,Rock,train
3521,Rock,train
3522,Rock,train
3532,Pop,train
3533,Pop,train
3534,Pop,train
3535,Pop,train
3536,Pop,train
3537,Pop,train
3538,Pop,train
3551,Rock,train
3552,Rock,train
3557,Electronic,train
3558,Electronic,train
3559,Electronic,train
3560,Electronic,test
3561,Electronic,train
3563,Electronic,val
3564,Electronic,train
3566,Electronic,train
3567,Electronic,val
3568,Electronic,train
3569,Electronic,test
3570,Electronic,test
3571,Electronic,train
3572,Electronic,train
3573,Electronic,val
3574,Electronic,train
3579,Rock,train
3580,Rock,test
3581,Rock,train
3582,Rock,train
3583,Rock,val
3584,Rock,train
3585,Rock,train
3598,Folk,train
3603,Rock,train
3604,Rock,train
3606,Rock,train
3609,Rock,train
3612,Rock,train
3613,Rock,train
3614,Rock,test
3616,Rock,train
3618,Rock,train
3620,Rock,train
3624,Rock,train
3626,Rock,train
3638,Rock,train
3681,Rock,val
3696,Rock,train
3698,Rock,val
3707,Folk,val
3708,Folk,test
3720,Rock,train
3721,Rock,val
3722,Rock,train
3723,Rock,train
3724,Rock,train
3725,Rock,test
3727,Rock,test
3761,Rock,train
3762,Rock,train
3763,Rock,train
3765,Rock,train
3766,Rock,train
3775,International,test
3776,International,train
3777,International,test
3778,International,train
3779,International,train
3812,Rock,train
3832,Folk,test
3833,Rock,train
3834,Rock,train
3835,Rock,train
3836,Rock,train
3839,Rock,train
3840,Rock,train
3842,Blues,train
3854,Rock,val
3855,Rock,train
3856,Rock,train
3857,Rock,train
3859,Rock,val
3861,Rock,train
3862,Rock,test
3863,Rock,train
3880,Folk,train
3895,International,train
3896,International,test
3904,Folk,train
3905,Folk,val
3906,Folk,val
3908,Folk,train
3909,Folk,test
3910,Folk,train
3911,Folk,test
3912,Folk,train
3913,Folk,train
3915,Folk,test
3919,Folk,train
3920,Folk,train
3921,Folk,val
3923,Rock,val
3924,Rock,train
3929,Rock,train
3932,Rock,train
3933,Rock,train
3934,Rock,train
3936,Rock,val
3939,Rock,train
3941,Rock,train
3942,Rock,train
3943,Rock,train
3944,Rock,train
3945,Rock,val
3946,Rock,train
3947,Rock,train
3948,Rock,train
3950,Rock,train
3951,Rock,train
3952,Rock,train
3953,Rock,train
3954,Rock,val
3955,Rock,train
3956,Rock,test
3957,Rock,train
3958,Rock,train
3959,Rock,test
3960,Rock,train
3973,Rock,train
3974,Rock,val
3975,Rock,test
3976,Rock,train
3981,Rock,train
3983,Rock,train
3985,Rock,train
3986,Rock,train
3989,Rock,train
4004,Rock,val
4013,Folk,train
4014,Folk,train
4017,Folk,test
4022,Rock,train
4024,Rock,val
4025,Rock,val
4027,Rock,train
4028,Rock,train
4029,Rock,train
4032,Rock,train
4033,Rock,train
4034,Rock,test
4035,Rock,train
4037,Folk,train
4038,Rock,train
4042,Rock,test
4043,Rock,test
4044,Rock,test
4045,Rock,train
4066,Folk,train
4067,Folk,train
4068,Folk,train
4069,Folk,train
4070,International,test
4071,International,train
4072,International,val
4073,International,train
4074,International,test
4075,International,train
4076,International,train
4077,International,train
4078,International,train
4079,International,test
4080,International,train
4084,Rock,train
4091,International,train
4092,International,train
4093,International,test
4094,International,train
4095,International,test
4096,International,train
4097,International,test
4098,International,test
4099,International,train
4100,International,test
4101,International,train
4102,International,train
4103,International,train
4104,Rock,train
4105,Rock,train
4108,Rock,train
4109,Rock,val
4110,Rock,train
4111,Rock,train
4112,Rock,val
4119,Rock,train
4125,Rock,val
4126,Rock,test
4133,Rock,train
4158,Rock,train
4159,Rock,test
4160,Rock,val
4161,Rock,train
4167,Rock,train
4170,Rock,train
4172,Rock,val
4176,Rock,train
4181,Rock,train
4186,Rock,val
4193,Rock,val
4194,Rock,val
4195,Rock,train
4197,Rock,train
4198,Rock,test
4201,Rock,train
4202,Rock,test
4214,Rock,train
4215,Rock,train
4216,Rock,train
4217,Rock,train
4218,Rock,train
4219,Rock,train
4232,International,test
4233,International,val
4234,International,val
4235,International,train
4236,International,train
4239,International,train
4264,Rock,train
4267,Rock,train
4275,Rock,train
4276,Rock,test
4284,Rock,val
4285,Rock,train
4297,Rock,train
4298,Rock,train
4299,Rock,train
4300,Rock,train
4302,Rock,train
4309,Rock,train
4310,Rock,train
4311,Rock,train
4312,Rock,train
4313,Rock,test
4316,Rock,train
4330,Rock,train
4332,Rock,train
4333,Rock,train
4346,Rock,val
4348,Rock,train
4363,Rock,train
4368,Rock,train
4391,Rock,train
4394,Rock,train
4396,Rock,val
4400,Rock,train
4401,Rock,train
4403,Rock,train
4407,Rock,train
4408,Rock,train
4409,Rock,train
4410,Rock,train
4432,Rock,test
4443,Rock,train
4444,Folk,val
4445,Folk,train
4446,Folk,val
4450,Folk,train
4463,Rock,val
4466,Rock,val
4468,Rock,train
4469,Rock,train
4484,Rock,train
4490,Rock,train
4492,Rock,train
4499,Rock,train
4500,Rock,test
4501,Rock,train
4507,International,train
4508,International,train
4509,International,val
4510,International,train
4511,International,train
4519,Electronic,train
4520,Electronic,test
4521,Electronic,train
4522,Electronic,train
4536,Blues,train
4537,Blues,train
4538,Blues,train
4539,Blues,train
4540,Blues,train
4682,Hip-Hop,train
4683,Hip-Hop,train
4684,Hip-Hop,train
4685,Hip-Hop,val
4686,Hip-Hop,test
4687,Hip-Hop,train
4688,Hip-Hop,train
4691,Electronic,train
4692,Electronic,train
4695,Electronic,train
4698,Electronic,train
4699,Electronic,train
4700,Electronic,train
4701,Electronic,train
4702,Electronic,train
4703,Jazz,test
4704,Jazz,val
4705,Jazz,train
4707,Electronic,val
4708,Electronic,train
4709,Rock,train
4712,Rock,test
4737,Country,val
4738,Country,train
4739,Country,train
4740,Country,test
4741,Country,train
4742,Country,train
4743,Country,train
4744,Country,train
4745,Country,train
4746,Country,train
4747,Country,train
4748,Country,train
4749,Country,train
4750,Country,train
4752,Rock,train
4754,Experimental,train
4755,Experimental,train
4756,Experimental,train
4757,Experimental,test
4759,Rock,train
4760,Rock,train
4761,Rock,train
4762,Rock,train
4763,Rock,val
4764,Rock,test
4765,Rock,val
4766,Rock,val
4767,Rock,train
4768,Rock,train
4769,Rock,val
4771,Rock,test
4777,Rock,test
4778,Rock,val
4779,Rock,train
4780,Rock,test
4781,Rock,val
4782,Rock,val
4783,Rock,test
4784,Rock,train
4785,Rock,train
4786,Rock,val
4787,Rock,train
4788,Rock,train
4791,Rock,test
4793,Rock,val
4798,Rock,train
4799,Rock,train
4800,Rock,test
4801,Rock,test
4802,Rock,train
4803,Rock,train
4829,Rock,test
4835,Rock,train
4836,Rock,val
4837,Rock,test
4838,Rock,train
4840,Rock,val
4841,Rock,train
4846,International,train
4848,International,train
4849,International,train
4850,Classical,train
4851,Classical,test
4996,Rock,train
4999,Rock,train
5002,Rock,train
5003,Rock,train
5006,Rock,test
5007,Rock,train
5009,Old-Time / Historic,train
5012,Old-Time / Historic,train
5013,Old-Time / Historic,train
5014,Old-Time / Historic,train
5015,Old-Time / Historic,train
5016,Old-Time / Historic,train
5017,Old-Time / Historic,train
5018,Old-Time / Historic,test
5019,Old-Time / Historic,test
5020,Old-Time / Historic,train
5021,Old-Time / Historic,train
5022,Old-Time / Historic,test
5023,Old-Time / Historic,val
5024,Old-Time / Historic,val
5026,Old-Time / Historic,test
5029,Old-Time / Historic,test
5030,Old-Time / Historic,train
5031,Old-Time / Historic,val
5032,Old-Time / Historic,train
5033,Old-Time / Historic,test
5034,Old-Time / Historic,val
5036,Old-Time / Historic,train
5038,Old-Time / Historic,train
5043,Old-Time / Historic,test
5044,Old-Time / Historic,val
5079,Rock,train
5092,Rock,train
5104,Rock,val
5106,Jazz,train
5107,Jazz,train
5119,Jazz,train
5120,Jazz,test
5140,Folk,train
5141,Folk,test
5147,Rock,test
5148,Rock,train
5149,Rock,train
5151,Rock,train
5152,Rock,train
5153,Rock,val
5156,Folk,test
5157,Folk,train
5158,Folk,train
5159,Folk,val
5160,Rock,train
5162,Rock,train
5169,Folk,train
5170,Folk,test
5171,Folk,train
5178,Pop,train
5191,Pop,val
5196,Pop,train
5219,Rock,train
5220,Rock,train
5221,Rock,train
5222,Rock,train
5223,Rock,train
5224,Rock,train
5226,Rock,train
5227,Rock,train
5237,Rock,train
5238,Rock,val
5239,Rock,train
5240,Rock,train
5241,Rock,train
5242,Rock,train
5243,Rock,train
5244,Rock,train
5245,Rock,train
5246,Rock,train
5258,Rock,train
5264,Hip-Hop,train
5265,Hip-Hop,train
5267,Hip-Hop,train
5268,Hip-Hop,train
5269,Hip-Hop,train
5270,Hip-Hop,train
5273,Rock,train
5275,Rock,val
5276,Rock,test
5277,Rock,val
5283,Rock,train
5284,Rock,train
5285,Rock,train
5286,Rock,train
5319,Electronic,val
5320,Electronic,test
5321,Electronic,train
5325,Electronic,train
5337,Electronic,test
5340,Electronic,train
5341,Electronic,train
5342,Electronic,train
5343,Electronic,val
5344,Electronic,val
5345,Electronic,train
5346,Electronic,train
5348,Electronic,train
5354,Electronic,train
5371,Electronic,train
5376,Folk,train
5377,Folk,val
5378,Folk,train
5379,Folk,train
5380,Folk,val
5381,Folk,train
5399,Rock,train
5440,Electronic,train
5477,Rock,val
5510,Rock,train
5521,Experimental,train
5531,Experimental,val
5533,Experimental,train
5534,Experimental,train
5535,Experimental,train
5570,Rock,test
5573,Rock,val
5576,Rock,train
5577,Rock,train
5600,Rock,train
5601,Rock,train
5879,Folk,train
5936,Folk,val
5939,Folk,train
5940,Folk,test
6274,Rock,train
6275,Rock,train
6276,Rock,val
6329,International,train
6330,International,train
6331,International,train
6332,International,train
6333,International,train
6342,International,test
6354,International,train
6357,International,val
6358,International,train
6360,International,train
6363,International,train
6366,International,train
6367,International,val
6368,International,test
6370,International,train
6372,International,train
6373,International,train
6376,International,val
6379,International,test
6380,International,train
6381,International,val
6382,International,train
6383,International,train
6385,International,train
6387,International,train
6389,International,train
6390,International,test
6393,International,train
6394,International,train
6396,International,train
6406,Folk,val
6407,Folk,train
6439,Hip-Hop,train
6440,Hip-Hop,train
6442,Hip-Hop,train
6443,Hip-Hop,train
6448,Hip-Hop,train
6459,International,train
6460,Folk,train
6461,Folk,train
6463,Folk,train
6464,Folk,train
6465,Folk,train
6466,Folk,train
6467,Folk,train
6469,International,train
6517,Rock,train
6519,Rock,train
6520,Rock,test
6522,Rock,train
6523,Spoken,train
6524,Rock,test
6525,Rock,val
6527,Rock,train
6528,Rock,test
6529,Rock,val
6530,Rock,train
6532,Rock,val
6533,Rock,train
6534,Rock,val
6536,Rock,train
6537,Rock,train
6584,Spoken,train
6592,Spoken,train
6593,Rock,train
6595,Rock,train
6596,Rock,val
6597,Rock,test
6598,Rock,test
6600,Rock,val
6602,Rock,train
6603,Hip-Hop,train
6605,Hip-Hop,train
6606,Hip-Hop,train
6607,Hip-Hop,train
6608,Hip-Hop,train
6609,Hip-Hop,train
6610,Hip-Hop,train
6611,Hip-Hop,train
6627,Rock,train
6630,Rock,train
6631,Rock,train
6632,Rock,train
6633,Rock,val
6635,Rock,test
6637,Jazz,train
6640,Jazz,test
6654,Electronic,test
6655,Electronic,train
6656,Electronic,train
6657,Electronic,train
6658,Electronic,train
6660,Electronic,test
6661,Electronic,train
6662,Electronic,train
6663,Electronic,train
6664,Electronic,train
6666,Electronic,train
6669,Rock,train
6671,Rock,test
6672,Rock,train
6673,Rock,train
6674,Experimental,test
6675,Experimental,train
6677,Experimental,train
6679,Experimental,train
6680,Experimental,train
6684,Experimental,val
6716,Rock,val
6717,Rock,train
6718,Rock,train
6719,Rock,train
6734,Rock,train
6735,Rock,train
6752,Electronic,train
6753,Electronic,val
6755,Electronic,train
6757,Electronic,train
6758,Electronic,train
6759,Electronic,test
6760,Electronic,train
6761,Electronic,val
6762,Folk,train
6765,Electronic,val
6770,Electronic,train
6776,Rock,train
6777,Rock,test
6778,Rock,train
6779,Folk,test
6780,Folk,train
6781,Folk,train
6782,Folk,train
6783,Folk,train
6784,Folk,test
6785,Folk,train
6787,Folk,val
6788,Rock,train
6802,International,val
6803,International,train
6831,Rock,train
6832,Rock,train
6850,Rock,train
6854,Folk,val
6855,Folk,test
6856,Folk,train
6857,Folk,val
6859,Folk,train
6880,Spoken,train
7011,Electronic,val
7012,Electronic,train
7013,Electronic,train
7014,Electronic,train
7015,Electronic,val
7016,Electronic,train
7020,Electronic,test
7021,Electronic,test
7121,Folk,train
7123,Folk,train
7192,Rock,train
7193,Rock,train
7194,Rock,test
7195,Rock,train
7197,Rock,train
7198,Rock,test
7199,Rock,train
7201,Rock,train
7202,Rock,test
7203,Rock,val
7205,Rock,train
7208,Rock,test
7210,Rock,val
7211,Rock,train
7213,Rock,test
7259,Rock,val
7262,Rock,val
7373,Experimental,train
7374,Experimental,train
7375,Experimental,train
7376,Experimental,train
7377,Experimental,train
7378,Experimental,test
7379,Experimental,val
7381,Experimental,test
7383,Experimental,test
7385,Experimental,train
7386,Experimental,train
7388,Experimental,train
7391,Experimental,train
7393,Experimental,test
7450,Rock,train
7451,Rock,train
7452,Rock,train
7453,Rock,test
7455,Rock,train
7456,Rock,train
7457,Rock,train
7459,Rock,train
7460,Rock,train
7475,Rock,train
7481,Hip-Hop,train
7482,Hip-Hop,train
7483,Hip-Hop,val
7484,Hip-Hop,train
7485,Hip-Hop,train
7487,Hip-Hop,train
7488,Hip-Hop,test
7489,Hip-Hop,val
7490,Hip-Hop,train
7491,Hip-Hop,train
7492,Hip-Hop,train
7494,Rock,train
7495,Rock,train
7498,Rock,train
7502,Rock,val
7526,Pop,train
7527,Pop,train
7528,Pop,val
7529,Pop,val
7541,Electronic,train
7542,Electronic,train
7543,Electronic,train
7544,Electronic,train
7545,Electronic,train
7546,Electronic,val
7548,Experimental,train
7549,Experimental,val
7550,Experimental,train
7551,Experimental,train
7552,Experimental,train
7553,Experimental,test
7554,Experimental,train
7555,Experimental,train
7556,Experimental,train
7709,Folk,test
7710,Folk,train
7711,Folk,train
7712,Folk,train
7713,Folk,test
7714,Folk,train
7762,Electronic,train
7764,Electronic,val
7768,Electronic,test
7777,Rock,val
7778,Rock,test
7779,Rock,train
7780,Rock,train
7781,Rock,train
7782,Rock,test
7843,Rock,train
7849,Rock,train
7853,Rock,train
7864,Rock,test
7865,Rock,train
7866,Rock,val
7867,Rock,val
7868,Rock,train
7869,Rock,train
7870,Rock,test
7871,Rock,val
7872,Rock,train
7873,Rock,val
7874,Rock,test
7875,Rock,train
7876,Rock,train
8017,Rock,val
8023,Rock,train
8044,Rock,test
8056,Rock,train
8057,Rock,train
8058,Rock,val
8059,Rock,train
8061,Rock,train
8064,Rock,train
8080,Rock,train
8081,Rock,train
8179,Rock,train
8180,Rock,train
8188,Rock,val
8201,Rock,test
8204,Rock,train
8205,Rock,train
8208,Rock,train
8209,Rock,test
8210,Rock,train
8211,Rock,val
8212,Rock,train
8213,Rock,train
8214,Rock,test
8215,Rock,test
8216,Rock,train
8256,Folk,train
8257,Folk,train
8258,Folk,train
8259,Folk,test
8260,Folk,train
8261,Folk,train
8269,Experimental,test
8270,Experimental,test
8279,Rock,train
8280,Rock,train
8329,Experimental,train
8331,Experimental,val
8339,Experimental,test
8344,Experimental,train
8345,Experimental,train
8347,Experimental,train
8349,Experimental,test
8357,Experimental,train
8358,Experimental,train
8363,Experimental,train
8364,Experimental,train
8370,Experimental,train
8372,Experimental,train
8375,Experimental,train
8376,Experimental,train
8377,Experimental,train
8378,Experimental,val
8416,Experimental,test
8450,Rock,train
8451,Rock,val
8452,Rock,train
8453,Rock,train
8454,Rock,train
8455,Rock,val
8489,Rock,val
8490,Rock,test
8491,Rock,test
8494,Rock,val
8497,Rock,test
8514,Rock,train
8531,Rock,train
8575,Rock,train
8576,Rock,train
8578,Rock,test
8580,Jazz,test
8582,Jazz,train
8584,Jazz,train
8914,Rock,train
8917,Rock,test
8920,Rock,train
8921,Rock,train
8922,Rock,train
9152,Experimental,train
9155,Experimental,train
9188,Rock,test
9307,Experimental,train
9476,Experimental,train
9477,Experimental,train
9490,Experimental,train
9491,Rock,val
9492,Rock,train
9493,Rock,train
9505,Experimental,train
9511,Rock,train
9512,International,val
9513,Rock,train
9514,Rock,train
9516,Rock,val
9517,Rock,test
9550,Rock,train
9551,Rock,test
9552,Rock,train
9553,Rock,train
9554,Rock,train
9555,Rock,val
9556,Rock,val
9557,Rock,train
9558,Rock,train
9559,Rock,test
9560,Rock,train
9561,Rock,val
9590,Experimental,train
9608,Experimental,train
9640,Rock,train
9654,Rock,train
9655,Rock,train
9656,Rock,train
9658,Rock,train
9659,Rock,train
9662,Rock,train
9663,Rock,val
9664,Rock,train
9666,Rock,train
9677,Experimental,train
9678,Experimental,val
9721,Experimental,train
9735,Rock,train
9747,Jazz,train
9748,Jazz,test
9749,Jazz,test
9750,Jazz,test
9751,Jazz,test
9752,Jazz,val
9753,Jazz,train
9793,Soul-RnB,train
9798,Hip-Hop,train
9800,Electronic,train
9811,Soul-RnB,test
9823,Electronic,train
9844,Rock,train
9846,Experimental,val
9847,Experimental,test
9850,Experimental,train
9851,Hip-Hop,val
9852,Hip-Hop,test
9853,Hip-Hop,test
9857,Hip-Hop,train
9863,Rock,train
9866,Rock,train
9867,Rock,train
9875,Hip-Hop,train
9887,Folk,train
9888,Folk,train
9918,Experimental,test
9956,Rock,train
9958,Rock,val
9960,Rock,train
9961,Rock,train
9962,Rock,train
9967,Rock,train
9968,Rock,train
9985,Rock,train
9986,Rock,train
9987,Rock,val
9988,Rock,train
9989,Rock,train
9990,Rock,val
9991,Rock,train
9992,Rock,train
9993,Rock,train
9994,Rock,train
9995,Rock,test
9996,Rock,train
9997,Rock,train
9998,Rock,train
9999,Rock,test
10000,Rock,val
10001,Rock,train
10002,Rock,train
10003,Rock,test
10004,Rock,train
10005,Rock,train
10006,Rock,train
10007,Rock,train
10008,Rock,train
10026,Classical,train
10027,Classical,train
10028,Classical,test
10029,Classical,train
10030,Classical,train
10032,Classical,train
10033,Classical,val
10035,Classical,train
10037,Classical,val
10038,Classical,train
10040,Classical,val
10041,Classical,train
10042,Classical,test
10043,Classical,train
10044,Classical,train
10045,Classical,train
10046,Classical,train
10056,Rock,train
10062,Rock,train
10086,Old-Time / Historic,test
10089,Old-Time / Historic,train
10094,Old-Time / Historic,train
10099,Old-Time / Historic,train
10104,Old-Time / Historic,train
10107,Electronic,train
10108,Electronic,test
10111,Electronic,train
10112,Electronic,train
10118,Electronic,train
10119,Electronic,train
10120,Electronic,train
10124,Electronic,val
10125,Electronic,train
10127,Electronic,train
10128,Electronic,val
10129,Electronic,train
10130,Electronic,val
10132,Electronic,train
10147,Rock,train
10148,Rock,train
10149,Rock,train
10150,Rock,train
10151,Rock,train
10153,Rock,train
10155,Rock,train
10157,Rock,train
10160,Rock,train
10165,Rock,train
10180,Rock,train
10184,Rock,train
10186,International,val
10187,Electronic,train
10189,Rock,val
10190,Rock,val
10191,Electronic,train
10192,Hip-Hop,train
10213,Rock,val
10214,Rock,train
10230,Instrumental,train
10231,Instrumental,test
10234,Instrumental,train
10239,Instrumental,train
10240,Instrumental,train
